,video,obsNum,regular,critical,score,StartSeconds,timeEnd,htn,abstractLabel,causeLabel,questionLabel,effectLabel,qWord,qPhrase,auxVerb,actionVerb
179,638,33,11,11,660,241,4:00,clarifySomething,collaborateCarryStabilized,confirmCarryStabilized,clarifyStabilizedStatus,confirmStabilizedStatus,what,whatType,nil,is
180,638,34,12,12,720,206,3:23,askInformation,collaborateClearLocation,confirmClearLocation,askClearRoom,answerClearLocation,did,didWe,did,check
181,638,35,12,12,720,179,2:59,clarifySomething,prioritizeCriticalVictim,prioritizeCriticalVictim,clarifyCriticalRoom,clarifyCriticalRoom,which,whichRoom,nil,nil
182,638,36,13,12,7,119,1:55,initiateCommitment,prioritizeCriticalVictim,prioritizeCriticalRoom,suggestRoomTeammate,clarifyRoom,if,ifYou,want,wait
183,638,37,14,12,740,109,1:47,clarifySomething,prioritizeCriticalVictim,prioritizeCriticalRoom,clarifyCriticalRoom,confirmCriticalRoom,what,whatRoom,did,say
184,638,38,14,13,790,90,1:27,clarifySomething,collaborateCarryStabilized,noticeStabilizedLocation,clarifyStabilizedStatus,noAnnotatedEffect,what,whatIs,nil,is
185,638,39,14,13,790,81,1:19,askInformation,clarifyStabilizedStatus,clarifyStabilizedStatus,askLocationTeammate,locateMedicIdstabilized,where,whereAre,nil,are
186,638,40,14,13,790,59,0:58,clarifySomething,collaborateCarryStabilized,locateMedicIdstabilized,clarifyStabilizedStatus,carryStabilized,inflection,inflection,nil,nil
187,638,41,16,13,810,50,0:48,askInformation,collaborateClearLocation,prioritizeClearLocation,askClearLocation,answerClearLocation,have,haveWe,do,check
188,638,42,16,14,860,38,0:36,initiateCommitment,collaborateCarryStabilized,stabilizedVictim,requestCarryStabilized,carryStabilized,do,doYou,do,want
189,638,43,17,14,870,28,0:26,askInformation,collaborateCriticalPriority,prioritizeCriticalVictim,askCriticalInformation,suggestUniqueKnowledge,do,doWe,do,have
190,638,44,18,14,880,19,0:16,askInformation,collaborateCriticalPriority,suggestUniqueKnowledge,askCriticalInformation,answerCriticalLocation,are,areThere,nil,are
