,video,obsNum,regular,critical,score,StartSeconds,EndSeconds,htns,abstractLabels,abstractLabels_v,abstractLabels_nm,causeLabels,questionLabels,questionLabels_v,questionLabels_nm,effectLabels,qWord,qPhrase,auxVerb,actionVerb
144,637,33,11,7,460,74,71,clarifySomething,collaborateCriticalWake,collaborate,criticalWake,notwakeCritical,clarifyCapabilitiesRole,clarify,roleCapabilities,confirmRole,when,whenWere,has,be
145,637,34,11,9,560,34,32,askInformation,collaborateCriticalRoom,collaborate,criticalRoom,noticeCriticalRoom,askCriticalRoom,ask,criticalRoom,clarifyCriticalRoom,did,didYou,did,check
146,637,35,11,10,610,23,21,clarifySomething,collaborateCriticalRoom,collaborate,criticalRoom,noticeCriticalRoom,clarifyCriticalRoom,clarify,criticalRoom,clarifyCriticalRoom,inflection,youSaid,are,say
147,638,1,0,0,0,1005,1003,askInformation,coordinatePlanTeam,coordinate,teamPlan,shareKnowledgeUnique,collaborateInformationUnique,collaborate,informationUnique,answerKnowledgeUnique,do,doThose,do,match
148,638,2,0,0,0,953,950,clarifySomething,coordinatePlanTeam,coordinate,teamPlan,shareKnowledgeUnique,clarifyInformationLocation,clarify,informationLocation,answerKnowledgeUnique,were,youSaid,said,nil
149,638,3,0,0,0,934,931,clarifySomething,coordinatePlanTeam,coordinate,teamPlan,shareKnowledgeUnique,clarifyNavigationTeammate,clarify,navigationTeammate,confirmNavigateTeam,then,thenClear,begin,clear
150,638,4,0,0,0,911,909,clarifySomething,clarifyKnowledgeUnique,clarify,uniqueKnowledge,clarifyPlanTeam,clarifyInformationRoom,clarify,informationRoom,answerKnowledgeUnique,are,onlyOne,are,nil
151,638,5,0,0,0,834,832,clarifySomething,collaborateCarryStabilized,collaborate,carryStabilized,noticeRoomStabilized,clarifyStabilizedStatus,clarify,stabilizedStatus,carryStabilized,inflection,areCritical,nil,are
152,638,6,0,0,0,829,827,initiateCommitment,collaborateCarryStabilized,collaborate,carryStabilized,noticeRoomStabilized,requestCarryStabilized,request,carryStabilized,confirmCarryStabilized,if,ifYou,want,put
153,638,7,0,1,50,815,811,initiateCommitment,collaborateRoomThreat,collaborate,threatRoom,noticeThreatroom,requestBreakrRubble,request,breakrRubble,confirmBreakRubble,if,ifYou,want,come
154,638,8,3,4,230,748,746,clarifySomething,collaborateCriticalRoom,collaborate,criticalRoom,noticeCriticalTeammate,clarifyCriticalRoom,clarify,criticalRoom,confirmCriticalRoom,which,whichRoom,did,say
155,638,9,3,4,230,731,729,clarifySomething,collaborateCriticalRoom,collaborate,criticalRoom,confirmCriticalRoom,clarifyThreatroom,clarify,threatroom,confirmThreatroom,was,youSaid,nil,said
156,638,10,3,4,230,706,701,initiateCommitment,requestCriticalWake,request,criticalWake,noticeCriticalRoom,requestDestination,request,destination,confirmDestinationRoom,inflection,helpMe,need,help
157,638,11,3,4,230,691,689,clarifySomething,collaborateCriticalWake,collaborate,criticalWake,requestRoomTeammate,askStabilizedStatus,ask,stabilizedStatus,confirmDestinationRoom,which,whichOne,nil,is
158,638,12,3,4,230,681,683,askInformation,collaborateCriticalWake,collaborate,criticalWake,requestRoomTeammate,askClearNavigate,ask,clearNavigate,confirmDestinationRoom,is,isZone,nil,is
159,638,13,4,4,240,637,634,clarifySomething,shareKnowledgeUnique,share,uniqueKnowledge,noticeMarker,clarifyMarker,clarify,marker,answerMarkerStabilized,what,whatIs,slang,slang
160,638,14,4,5,290,623,621,askInformation,prioritizeClearLocation,prioritize,clearLocation,noAnnotatedCause,clarifyClearRoom,clarify,clearRoom,answerClearLocation,have,haveWe,do,clear
161,638,15,4,5,290,617,615,clarifySomething,collaborateCarryStabilized,collaborate,carryStabilized,carryStabilized,clarifyStabilizedStatus,clarify,stabilizedStatus,confirmStabilizedStatus,is,isOne,nil,is
162,638,16,5,6,350,570,568,askInformation,prioritizeClearLocation,prioritize,clearLocation,prioritizeClearLocation,clarifyClearRoom,clarify,clearRoom,answerMarkRoomer,did,didYou,did,check
163,638,17,6,6,360,560,557,initiateCommitment,collaborateCriticalWake,collaborate,criticalWake,noticeLocationTeammate,requestDestination,request,destination,navigateDestinationTeammate,want,wantTo,want,come
164,638,18,7,6,370,526,524,askInformation,prioritizeClearLocation,prioritize,clearLocation,prioritizeClearLocation,askLocationMarker,ask,locationMarker,confirmClearRoom,did,didIt,did,look
165,638,19,7,6,370,521,517,initiateCommitment,coordinatePlanTeam,coordinate,teamPlan,prioritizeClearLocation,askLocationPlan,ask,locationPlan,answerLocationPriority,do,doWe,do,want
166,638,20,7,7,420,498,497,initiateCommitment,askSelf,ask,self,noticeCriticalRoom,askCriticalWake,ask,criticalWake,answerCriticalWake,do,doYou,do,want
167,638,21,7,7,420,485,483,clarifySomething,collaborateCarryStabilized,collaborate,carryStabilized,noticeRoomStabilized,confirmStabilizedStatus,confirm,stabilizedStatus,carryStabilized,inflection,thatIs,nil,is
168,638,22,10,8,500,459,455,clarifySomething,askPlanTeam,ask,teamPlan,prioritizeClearLocation,askLocationPlan,ask,locationPlan,answerClearLocation,right,sinceWe,are,go
169,638,23,10,8,500,452,450,askInformation,collaborateClearLocation,collaborate,clearLocation,clearLocation,clarifyInformationLocation,clarify,informationLocation,answerInformationRoom,what,whatWas,nil,was
170,638,24,10,8,500,419,417,askInformation,askInformationLocation,ask,informationLocation,noticeRoom,askInformationRoom,ask,informationRoom,answerRoom,are,areAll,nil,are
171,638,25,10,8,500,411,409,clearLocation,clearRoom,clear,room,noticeClearRoom,requestRoomSearch,request,roomSearch,navigateDestinationTeammate,do,doYou,do,want
172,638,26,10,9,550,374,371,clarifySomething,askInformationLocation,ask,informationLocation,noticeRoom,askInformationRoom,ask,informationRoom,answerRoom,what,whatIs,nil,is
173,638,27,10,10,600,340,329,clarifySomething,collaborateClearLocation,collaborate,clearLocation,suggestDestinationTeammate,clarifyDestination,clarify,destination,confirmDestination,inflection,inflection,nil,nil
174,638,28,11,10,610,307,305,askInformation,collaborateCriticalWake,collaborate,criticalWake,announceCriticalRoom,askLocationTeammate,ask,locationTeammate,answerLocationTeammate,where,whereDid,did,go
175,638,29,11,10,610,282,280,clarifySomething,collaborateClearRoom,collaborate,clearRoom,announceCriticalWake,askRoomTeammate,ask,roomTeammate,confirmClearRoom,which,whichRoom,nil,are
176,638,30,11,10,610,276,275,clarifySomething,collaborateClearRoom,collaborate,clearRoom,announceCriticalWake,clarifyLocationTeammate,clarify,locationTeammate,confirmClearRoom,inflection,inflection,nil,nil
177,638,31,11,10,610,275,273,clarifySomething,collaborateClearRoom,collaborate,clearRoom,announceCriticalWake,clarifyClearRoom,clarify,clearRoom,confirmClearRoom,then,thenClear,got,clear
178,638,32,11,11,660,257,255,collaborateVictim,collaborateCarryStabilized,collaborate,carryStabilized,stabilizeVictim,requestCarryStabilized,request,carryStabilized,confirmCarryStabilized,want,wantGrab,want,grab
179,638,33,11,11,660,241,240,clarifySomething,collaborateCarryStabilized,collaborate,carryStabilized,confirmCarryStabilized,clarifyStabilizedStatus,clarify,stabilizedStatus,confirmStabilizedStatus,what,whatType,nil,is
180,638,34,12,12,720,206,203,askInformation,collaborateClearLocation,collaborate,clearLocation,confirmClearLocation,askClearRoom,ask,clearRoom,answerClearLocation,did,didWe,did,check
181,638,35,12,12,720,179,179,clarifySomething,prioritizeCriticalVictim,prioritize,criticalVictim,prioritizeCriticalVictim,clarifyCriticalRoom,clarify,criticalRoom,clarifyCriticalRoom,which,whichRoom,nil,nil
182,638,36,13,12,7,119,115,initiateCommitment,prioritizeCriticalVictim,prioritize,criticalVictim,prioritizeCriticalRoom,suggestRoomTeammate,suggest,roomTeammate,clarifyRoom,if,ifYou,want,wait
183,638,37,14,12,740,109,107,clarifySomething,prioritizeCriticalVictim,prioritize,criticalVictim,prioritizeCriticalRoom,clarifyCriticalRoom,clarify,criticalRoom,confirmCriticalRoom,what,whatRoom,did,say
184,638,38,14,13,790,90,87,clarifySomething,collaborateCarryStabilized,collaborate,carryStabilized,noticeLocationStabilized,clarifyStabilizedStatus,clarify,stabilizedStatus,noAnnotatedEffect,what,whatIs,nil,is
185,638,39,14,13,790,81,79,askInformation,clarifyStabilizedStatus,clarify,stabilizedStatus,clarifyStabilizedStatus,askLocationTeammate,ask,locationTeammate,locateIdstabilizedMedic,where,whereAre,nil,are
186,638,40,14,13,790,59,58,clarifySomething,collaborateCarryStabilized,collaborate,carryStabilized,locateIdstabilizedMedic,clarifyStabilizedStatus,clarify,stabilizedStatus,carryStabilized,inflection,inflection,nil,nil
187,638,41,16,13,810,50,48,askInformation,collaborateClearLocation,collaborate,clearLocation,prioritizeClearLocation,askClearLocation,ask,clearLocation,answerClearLocation,have,haveWe,do,check
188,638,42,16,14,860,38,36,initiateCommitment,collaborateCarryStabilized,collaborate,carryStabilized,stabilizedVictim,requestCarryStabilized,request,carryStabilized,carryStabilized,do,doYou,do,want
189,638,43,17,14,870,28,26,askInformation,collaborateCriticalPriority,collaborate,criticalPriority,prioritizeCriticalVictim,askCriticalInformation,ask,criticalInformation,suggestKnowledgeUnique,do,doWe,do,have
190,638,44,18,14,880,19,16,askInformation,collaborateCriticalPriority,collaborate,criticalPriority,suggestKnowledgeUnique,askCriticalInformation,ask,criticalInformation,answerCriticalLocation,are,areThere,nil,are
